filename,class,left,right,top,bottom,score
1.jpg,person,1681,1727,559,588,0.06626756
10.jpg,kite,858,981,573,631,0.41853046
10.jpg,person,1168,1199,615,671,0.2699582
10.jpg,person,350,381,606,635,0.26133266
10.jpg,kite,350,381,606,635,0.25336075
10.jpg,kite,862,985,572,680,0.23336636
10.jpg,kite,1,181,639,685,0.22202744
10.jpg,person,854,974,573,676,0.22097665
10.jpg,airplane,2,122,577,622,0.2189108
10.jpg,person,812,831,597,643,0.2101763
10.jpg,person,2,24,569,615,0.20984717
10.jpg,kite,4,1796,252,680,0.19217063
10.jpg,kite,1088,1231,709,735,0.1908252
10.jpg,person,341,363,611,632,0.17831758
10.jpg,kite,1222,1338,712,738,0.17454538
10.jpg,person,2,27,554,605,0.17356981
10.jpg,kite,10,1508,524,704,0.16945106
10.jpg,person,816,834,608,644,0.16858181
10.jpg,bird,0,1860,132,667,0.16368306
10.jpg,person,1171,1192,640,670,0.15797822
10.jpg,person,864,974,574,633,0.15517262
10.jpg,kite,0,1684,427,727,0.15509884
10.jpg,airplane,0,385,538,633,0.1548607
10.jpg,airplane,0,122,544,621,0.15031897
10.jpg,umbrella,858,974,574,630,0.14856991
10.jpg,kite,1698,1722,202,210,0.14817941
10.jpg,kite,0,1534,532,827,0.14280121
10.jpg,person,734,748,598,625,0.1403107
10.jpg,person,9,93,580,622,0.13920127
10.jpg,kite,290,312,317,330,0.1373311
10.jpg,surfboard,1088,1231,709,735,0.13368605
10.jpg,person,1309,1342,627,640,0.13210556
10.jpg,person,3,79,560,620,0.13083449
10.jpg,person,5,36,587,618,0.13008654
10.jpg,person,729,744,594,621,0.12985171
10.jpg,airplane,2,67,546,615,0.12984551
10.jpg,person,350,378,600,623,0.12964894
10.jpg,person,874,917,599,683,0.12831691
10.jpg,kite,831,970,573,647,0.12705195
10.jpg,airplane,0,85,501,619,0.12644304
10.jpg,kite,15,181,656,683,0.12503634
10.jpg,kite,785,801,499,508,0.124580234
10.jpg,umbrella,1088,1231,709,735,0.12432453
10.jpg,person,2,30,537,597,0.120951906
10.jpg,kite,0,382,540,634,0.120067365
10.jpg,person,5,32,577,606,0.11996601
10.jpg,boat,1,122,591,626,0.118131585
10.jpg,boat,9,93,580,622,0.117095865
10.jpg,kite,350,378,600,623,0.116983384
10.jpg,person,1315,1351,626,638,0.11562932
10.jpg,bird,1698,1722,202,210,0.113349766
10.jpg,kite,10,1902,48,640,0.11067742
10.jpg,person,869,934,581,677,0.11066895
10.jpg,person,1162,1192,613,645,0.11015561
10.jpg,person,822,1920,589,701,0.10904201
10.jpg,kite,1700,1721,199,207,0.10861738
10.jpg,person,324,346,605,625,0.10861625
10.jpg,bird,290,310,318,331,0.10858216
10.jpg,person,1279,1310,626,641,0.1083426
10.jpg,kite,1678,1693,125,134,0.10739112
10.jpg,surfboard,350,381,606,635,0.10705731
10.jpg,bird,350,381,606,635,0.10662782
10.jpg,person,782,1400,583,677,0.106608815
10.jpg,umbrella,862,977,573,673,0.10643358
10.jpg,kite,289,307,316,327,0.10635349
10.jpg,airplane,2,131,593,625,0.10590259
10.jpg,kite,2,122,577,622,0.10465823
10.jpg,kite,911,998,578,626,0.10462589
10.jpg,person,1265,1336,623,642,0.10456045
10.jpg,boat,350,381,606,635,0.10451409
10.jpg,person,1184,1213,622,657,0.103697695
10.jpg,airplane,4,92,566,618,0.10323624
10.jpg,airplane,1,55,515,598,0.10307491
10.jpg,person,812,827,611,638,0.100350685
10.jpg,kite,1080,1338,704,745,0.10027887
10.jpg,kite,35,1401,341,658,0.09999121
10.jpg,boat,0,97,520,624,0.09937704
10.jpg,person,872,903,619,685,0.098475285
10.jpg,kite,341,363,611,632,0.09799272
10.jpg,boat,2,30,537,597,0.09738954
10.jpg,person,1160,1193,612,663,0.09684805
10.jpg,person,327,353,599,616,0.09661977
10.jpg,boat,2,27,554,605,0.096392125
10.jpg,kite,5,175,663,688,0.09595817
10.jpg,person,0,1860,132,667,0.09569825
10.jpg,boat,0,28,505,587,0.09547665
10.jpg,kite,1710,1724,202,210,0.09535469
10.jpg,person,796,811,606,634,0.09534961
10.jpg,person,874,969,585,647,0.09527099
10.jpg,bird,1700,1721,199,207,0.09496316
10.jpg,person,735,751,595,619,0.0944886
10.jpg,person,1835,1854,630,639,0.09438854
10.jpg,person,317,337,616,629,0.09425495
10.jpg,person,1226,1317,620,643,0.094171606
10.jpg,person,0,28,505,587,0.093117155
10.jpg,person,809,839,593,637,0.092669494
10.jpg,kite,0,377,570,676,0.09262534
10.jpg,person,1244,1288,622,642,0.09237835
10.jpg,boat,0,122,557,623,0.09193782
10.jpg,skis,1,122,591,626,0.09175191
10.jpg,person,865,1074,573,643,0.091693215
100.jpg,person,1389,1417,591,645,0.32088345
100.jpg,bird,8,1635,217,697,0.307471
100.jpg,person,887,923,603,631,0.26444912
100.jpg,person,1385,1412,595,638,0.26082125
100.jpg,bird,45,1907,62,851,0.20214306
100.jpg,kite,14,1717,150,632,0.19869138
100.jpg,bird,133,1478,9,602,0.19676735
100.jpg,bird,2,1628,367,766,0.19145273
100.jpg,person,892,925,602,624,0.18691246
100.jpg,kite,1339,1357,363,374,0.17399387
100.jpg,person,889,914,603,623,0.17372198
100.jpg,kite,645,668,220,235,0.16711202
100.jpg,kite,9,133,699,724,0.15996128
100.jpg,bird,1044,1079,765,783,0.15482217
100.jpg,bird,1339,1357,363,374,0.15423746
100.jpg,bird,645,668,220,235,0.1541154
100.jpg,person,1389,1410,594,622,0.14881803
100.jpg,person,1285,1298,608,621,0.13865112
100.jpg,kite,642,658,376,385,0.1346226
100.jpg,person,1392,1417,608,643,0.13168661
100.jpg,kite,1340,1356,361,372,0.13071395
100.jpg,kite,621,637,319,328,0.13037659
100.jpg,kite,652,670,217,231,0.13002837
100.jpg,bird,97,984,143,601,0.12960748
100.jpg,person,1290,1302,609,621,0.12811685
100.jpg,bird,106,1048,5,727,0.12548934
100.jpg,bird,1340,1356,361,372,0.12473641
100.jpg,bird,91,1920,153,604,0.12458783
100.jpg,kite,887,926,602,632,0.12400339
100.jpg,bird,1186,1213,705,716,0.12399777
100.jpg,bird,1009,1037,738,751,0.12328915
100.jpg,person,1389,1410,607,639,0.12218232
100.jpg,kite,1478,1494,484,493,0.12171823
100.jpg,bird,642,658,376,385,0.120315164
100.jpg,bird,1351,1378,763,781,0.12017333
100.jpg,bird,1001,1027,737,751,0.11921379
100.jpg,bird,30,1654,515,832,0.11804502
100.jpg,kite,11,1702,326,758,0.117105626
100.jpg,bird,243,1245,209,683,0.11597528
100.jpg,person,1389,1404,604,632,0.11508927
100.jpg,bird,0,1363,292,625,0.11343635
100.jpg,bird,652,670,217,231,0.11278123
100.jpg,bird,1134,1158,707,720,0.11261134
100.jpg,person,882,904,605,629,0.11026786
100.jpg,bird,938,961,711,721,0.11019167
100.jpg,bird,1124,1146,706,719,0.11009321
100.jpg,bird,1151,1176,706,718,0.10995558
100.jpg,person,903,931,604,627,0.109296486
100.jpg,bird,1037,1064,752,765,0.1092108
100.jpg,kite,661,676,220,233,0.10879142
100.jpg,bird,0,1920,403,1008,0.10870598
100.jpg,person,1388,1401,615,637,0.10774242
100.jpg,bird,1056,1081,755,769,0.10637039
100.jpg,kite,639,652,376,385,0.1062134
100.jpg,bird,1310,1335,735,746,0.106113575
100.jpg,bird,1015,1036,725,734,0.10611328
100.jpg,bird,331,1409,106,801,0.10319828
100.jpg,bird,907,921,476,488,0.10312209
100.jpg,bird,930,953,711,722,0.10299923
100.jpg,kite,644,659,374,383,0.10190888
100.jpg,person,1396,1411,596,620,0.10128469
100.jpg,bird,172,1590,459,733,0.10096289
100.jpg,person,1076,1086,562,573,0.10070021
100.jpg,bird,1193,1215,713,721,0.10066295
100.jpg,person,1332,1345,619,633,0.10065757
100.jpg,surfboard,887,926,602,632,0.10059344
100.jpg,kite,618,633,320,328,0.100565955
100.jpg,bird,661,676,220,233,0.10049961
100.jpg,kite,619,633,317,326,0.099639915
100.jpg,bird,1053,1082,768,782,0.09947491
100.jpg,bird,1160,1189,704,718,0.09900797
100.jpg,bird,1332,1355,764,780,0.09895293
100.jpg,bird,986,1004,738,749,0.098936476
100.jpg,bird,1017,1043,744,756,0.0988611
100.jpg,bird,895,1508,698,832,0.098811395
100.jpg,bird,1124,1143,704,716,0.09879231
100.jpg,person,1351,1378,763,781,0.09842331
100.jpg,bird,621,635,318,327,0.098404385
100.jpg,bird,380,1720,275,634,0.09812661
100.jpg,bird,271,1204,71,566,0.09809147
100.jpg,person,1319,1332,608,623,0.098047905
100.jpg,kite,1482,1495,483,491,0.0978634
100.jpg,person,912,934,605,621,0.09779741
100.jpg,person,1284,1296,606,619,0.097774714
100.jpg,bird,1002,1023,724,734,0.097382456
100.jpg,bird,1348,1364,361,373,0.096596576
100.jpg,kite,1752,1768,344,355,0.096544646
100.jpg,bird,1200,1225,743,753,0.096539564
100.jpg,kite,907,921,476,488,0.096457124
100.jpg,bird,1178,1211,703,717,0.09601775
100.jpg,bird,1137,1156,704,716,0.095672116
100.jpg,kite,1335,1353,365,376,0.09503294
100.jpg,bird,1304,1336,732,744,0.09502664
100.jpg,bird,1159,1181,704,716,0.09499828
100.jpg,bird,1200,1226,705,717,0.09359201
100.jpg,bird,639,652,376,385,0.09345096
100.jpg,person,1398,1416,595,621,0.09305586
100.jpg,bird,968,987,748,759,0.09293078
100.jpg,bird,1248,1266,789,803,0.09290548
100.jpg,kite,623,634,319,326,0.09287076
11.jpg,car,387,564,578,637,0.7161054
11.jpg,person,1405,1447,605,681,0.34347618
11.jpg,truck,387,564,578,637,0.26612967
11.jpg,fire hydrant,602,865,542,902,0.22302039
11.jpg,train,871,1700,70,692,0.18665704
11.jpg,fire hydrant,1404,1451,607,681,0.15224697
11.jpg,traffic light,870,1664,83,579,0.14373116
11.jpg,car,386,478,586,636,0.140665
11.jpg,train,901,1908,28,907,0.13693622
11.jpg,person,1399,1432,594,668,0.13282405
11.jpg,person,2,55,584,631,0.13132814
11.jpg,person,1406,1461,621,679,0.12298792
11.jpg,car,2,55,584,631,0.12205582
11.jpg,airplane,872,1714,53,668,0.12132511
11.jpg,person,1407,1431,621,680,0.1157551
11.jpg,person,1406,1458,614,656,0.1145926
11.jpg,bench,1406,1461,621,679,0.11441049
11.jpg,person,143,208,583,624,0.11272273
11.jpg,person,1397,1464,595,682,0.110585935
11.jpg,person,1397,1427,589,652,0.10690272
11.jpg,car,397,551,575,616,0.1054477
11.jpg,car,393,503,580,626,0.10101308
11.jpg,umbrella,410,548,513,557,0.09960847
11.jpg,bench,1405,1447,605,681,0.09937458
11.jpg,person,125,182,589,624,0.09797793
11.jpg,motorcycle,386,563,577,637,0.097695425
11.jpg,person,115,161,597,622,0.092197016
11.jpg,stop sign,410,549,513,557,0.09160958
11.jpg,suitcase,386,563,577,637,0.089116104
11.jpg,person,1395,1424,581,637,0.088502295
11.jpg,car,457,554,575,635,0.0872576
11.jpg,traffic light,237,269,320,345,0.08595109
11.jpg,fire hydrant,546,963,559,883,0.084545046
11.jpg,person,1397,1441,616,665,0.08200697
11.jpg,train,1307,1909,0,1024,0.08018209
11.jpg,traffic light,863,1787,15,735,0.07607119
11.jpg,person,1410,1444,577,650,0.075909145
11.jpg,fire hydrant,1408,1435,606,680,0.07559337
11.jpg,person,1393,1434,610,643,0.075464115
11.jpg,bench,1397,1441,616,665,0.07523556
11.jpg,train,616,1647,41,869,0.07452353
11.jpg,person,1082,1125,587,604,0.07418083
11.jpg,traffic light,887,1117,246,484,0.07377735
11.jpg,fire hydrant,1410,1469,614,680,0.073598094
11.jpg,person,2,38,571,622,0.073495276
11.jpg,person,1243,1272,524,647,0.07269578
11.jpg,bench,1405,1436,635,677,0.072555706
11.jpg,person,1412,1446,604,638,0.07180536
11.jpg,airplane,982,1615,324,548,0.071583405
11.jpg,handbag,1406,1458,614,656,0.06875943
11.jpg,car,405,493,575,617,0.0687508
11.jpg,chair,1404,1451,607,681,0.068648286
11.jpg,person,1397,1429,603,634,0.06798168
11.jpg,bench,1391,1477,605,681,0.0673147
11.jpg,person,1405,1436,635,677,0.067241326
11.jpg,traffic light,877,1379,136,560,0.06660434
11.jpg,person,1482,1516,560,661,0.06653395
11.jpg,person,1417,1469,599,672,0.06649963
11.jpg,bench,901,1908,28,907,0.065938525
11.jpg,car,421,515,580,639,0.06501637
11.jpg,train,881,1254,484,607,0.06463419
11.jpg,oven,1519,1681,491,694,0.06459081
11.jpg,potted plant,1405,1447,605,681,0.06452601
11.jpg,train,455,1920,0,1032,0.06449637
11.jpg,traffic light,837,1241,49,465,0.06375964
11.jpg,bench,1406,1458,614,656,0.06368286
11.jpg,bench,1407,1431,621,680,0.06354179
11.jpg,car,1082,1125,587,604,0.06310825
11.jpg,car,69,145,601,627,0.06307129
11.jpg,person,1395,1424,560,623,0.06304096
11.jpg,person,394,556,578,633,0.063022695
11.jpg,car,0,53,599,629,0.06245027
11.jpg,person,1416,1445,544,640,0.062284537
11.jpg,truck,396,563,522,622,0.062136795
11.jpg,person,1453,1473,540,633,0.062080793
11.jpg,car,367,512,584,638,0.06191552
11.jpg,person,19,63,591,623,0.061857086
11.jpg,car,93,159,600,626,0.06106712
11.jpg,car,473,557,575,610,0.06072892
11.jpg,truck,407,555,512,594,0.060675032
11.jpg,car,493,562,577,626,0.060511798
11.jpg,train,568,1902,0,664,0.060003813
11.jpg,car,809,856,591,614,0.059701018
11.jpg,train,484,1337,494,637,0.059296023
11.jpg,chair,1410,1469,614,680,0.057950415
11.jpg,bicycle,1404,1451,607,681,0.057323087
11.jpg,handbag,1393,1434,610,643,0.057203773
11.jpg,person,520,563,575,632,0.0563296
11.jpg,traffic light,964,1619,266,508,0.056252193
11.jpg,car,384,529,599,641,0.055741742
11.jpg,person,1094,1131,560,600,0.0554762
11.jpg,car,115,161,597,622,0.055427518
11.jpg,bench,1387,1474,635,675,0.055323806
11.jpg,car,584,642,585,618,0.054974936
11.jpg,bench,1410,1459,660,681,0.054746926
11.jpg,person,1382,1451,581,684,0.054512728
11.jpg,truck,397,551,575,616,0.05437049
11.jpg,handbag,1402,1463,612,676,0.054245044
11.jpg,car,2,38,571,622,0.053995136
11.jpg,bench,1393,1434,610,643,0.05372852
12.jpg,stop sign,313,420,457,548,0.49211887
12.jpg,car,52,171,579,606,0.252631
12.jpg,person,566,600,543,626,0.2349161
12.jpg,person,555,590,503,608,0.19451846
12.jpg,person,568,603,518,607,0.17669019
12.jpg,potted plant,440,585,394,595,0.15792252
12.jpg,parking meter,1526,1617,482,651,0.14721309
12.jpg,person,747,770,526,586,0.14350152
12.jpg,person,571,602,507,573,0.14096174
12.jpg,person,735,754,525,576,0.13954778
12.jpg,person,543,602,495,630,0.13902943
12.jpg,person,376,400,568,610,0.13795868
12.jpg,car,60,113,581,605,0.1357209
12.jpg,umbrella,312,419,458,548,0.13239558
12.jpg,car,45,182,568,610,0.12758788
12.jpg,bus,454,538,511,619,0.12600777
12.jpg,bird,533,608,273,313,0.12075073
12.jpg,person,744,762,526,567,0.11626074
12.jpg,person,368,392,562,616,0.11341867
12.jpg,person,61,90,583,604,0.11162925
12.jpg,bench,52,171,579,606,0.10300068
12.jpg,kite,311,420,457,549,0.10081066
12.jpg,potted plant,437,590,392,515,0.100300394
12.jpg,person,554,586,497,561,0.0973588
12.jpg,bus,471,525,522,613,0.09287503
12.jpg,truck,52,171,579,606,0.087709315
12.jpg,stop sign,346,422,472,551,0.085846536
12.jpg,person,533,564,506,606,0.08553982
12.jpg,car,68,155,573,601,0.08528303
12.jpg,clock,361,1725,27,785,0.085126005
12.jpg,traffic light,4,35,304,389,0.08225762
12.jpg,traffic light,9,50,299,390,0.0818963
12.jpg,train,454,538,511,619,0.08063464
12.jpg,car,479,532,521,611,0.079861216
12.jpg,car,61,90,583,604,0.07963517
12.jpg,suitcase,1519,1626,484,649,0.07780359
12.jpg,book,999,1412,0,163,0.077426404
12.jpg,truck,457,538,511,620,0.0772125
12.jpg,traffic light,172,202,422,454,0.07713545
12.jpg,traffic light,176,201,443,473,0.075848654
12.jpg,person,381,405,564,608,0.07523374
12.jpg,fire hydrant,566,600,543,626,0.07507116
12.jpg,handbag,568,603,518,607,0.07504177
12.jpg,bicycle,52,171,579,606,0.07413769
12.jpg,person,573,598,514,553,0.07334614
12.jpg,person,367,384,575,605,0.073275514
12.jpg,potted plant,470,582,398,495,0.072818704
12.jpg,chair,1103,1259,369,580,0.07241055
12.jpg,train,471,525,522,613,0.07219387
12.jpg,car,35,176,553,606,0.07133045
12.jpg,truck,471,525,522,613,0.07078687
12.jpg,traffic light,1,34,304,430,0.069702335
12.jpg,person,751,770,521,566,0.069561996
12.jpg,person,502,575,503,626,0.06886121
12.jpg,person,60,113,581,605,0.067333706
12.jpg,car,93,163,572,598,0.06732733
12.jpg,bed,202,1895,621,969,0.06716558
12.jpg,airplane,533,608,273,313,0.06665241
12.jpg,traffic light,167,203,410,434,0.06591672
12.jpg,person,741,760,538,575,0.06576661
12.jpg,traffic light,43,78,411,476,0.06565176
12.jpg,person,526,563,532,618,0.065534145
12.jpg,traffic light,1,25,349,441,0.06468263
12.jpg,bicycle,566,600,543,626,0.064678684
12.jpg,person,378,395,563,595,0.064535744
12.jpg,car,1524,1617,483,647,0.06441696
12.jpg,traffic light,181,209,428,461,0.06434795
12.jpg,person,366,400,583,617,0.06408247
12.jpg,person,56,79,581,606,0.064049795
12.jpg,car,459,540,512,617,0.06394839
12.jpg,stop sign,314,412,477,531,0.06382122
12.jpg,umbrella,311,428,456,606,0.063162535
12.jpg,car,66,100,580,602,0.06228477
12.jpg,potted plant,400,601,385,555,0.061313573
12.jpg,book,593,711,6,322,0.061065573
12.jpg,traffic light,188,213,452,477,0.06089709
12.jpg,bench,60,113,581,605,0.06060576
12.jpg,traffic light,1,21,369,456,0.060604077
12.jpg,person,575,599,531,563,0.06047191
12.jpg,person,582,604,518,553,0.060307045
12.jpg,person,1084,1258,317,577,0.06024071
12.jpg,potted plant,413,599,343,614,0.059547707
12.jpg,car,63,107,578,598,0.05914945
12.jpg,person,582,607,524,571,0.059066888
12.jpg,chair,376,400,568,610,0.05896092
12.jpg,traffic light,0,14,394,486,0.05818788
12.jpg,potted plant,482,594,404,616,0.058102347
12.jpg,handbag,1519,1626,484,649,0.0576125
12.jpg,person,747,763,523,552,0.05735041
12.jpg,parking meter,566,603,528,622,0.056691643
12.jpg,fire hydrant,747,770,526,586,0.05642346
12.jpg,person,64,82,583,603,0.05597791
12.jpg,car,376,400,568,610,0.05592625
12.jpg,traffic light,0,16,378,467,0.055746965
12.jpg,traffic light,555,587,496,585,0.055666998
12.jpg,chair,368,392,562,616,0.05507324
12.jpg,person,759,780,522,574,0.054523464
12.jpg,bench,360,394,569,620,0.054363053
12.jpg,traffic light,201,219,459,478,0.05422318
12.jpg,car,129,169,576,603,0.054179225
13.jpg,car,258,452,607,660,0.6797687
13.jpg,traffic light,426,499,381,476,0.46936968
13.jpg,person,644,826,521,988,0.39595604
13.jpg,traffic light,402,472,87,252,0.39423558
13.jpg,person,0,154,539,1080,0.35395044
13.jpg,potted plant,1115,1195,560,670,0.24070048
13.jpg,truck,253,454,607,660,0.23828739
13.jpg,traffic light,535,610,147,224,0.19115318
13.jpg,traffic light,401,454,89,199,0.18430975
13.jpg,potted plant,1108,1222,531,675,0.17125474
13.jpg,car,245,440,594,649,0.16771352
13.jpg,vase,1237,1374,464,749,0.15902358
13.jpg,traffic light,676,754,379,433,0.1540364
13.jpg,traffic light,403,485,113,287,0.15381663
13.jpg,potted plant,1075,1224,403,670,0.15113479
13.jpg,fire hydrant,488,518,656,762,0.14991975
13.jpg,traffic light,189,429,355,464,0.14458609
13.jpg,handbag,1237,1374,464,749,0.13969414
13.jpg,car,365,455,607,648,0.13742784
13.jpg,car,232,327,583,623,0.13711287
13.jpg,traffic light,286,493,367,479,0.13363443
13.jpg,potted plant,1030,1857,14,908,0.13193883
13.jpg,traffic light,535,565,454,495,0.1317702
13.jpg,person,1,151,548,871,0.13125987
13.jpg,traffic light,882,927,391,442,0.12928654
13.jpg,car,254,397,616,659,0.12891467
13.jpg,potted plant,1088,1256,472,702,0.12782663
13.jpg,skateboard,19,147,1019,1079,0.12775242
13.jpg,person,669,823,537,867,0.12738645
13.jpg,car,56,153,598,657,0.12532781
13.jpg,skateboard,23,112,1043,1078,0.12497618
13.jpg,potted plant,1087,1199,481,665,0.12479028
13.jpg,traffic light,981,1005,429,491,0.11755607
13.jpg,traffic light,910,942,403,452,0.11436578
13.jpg,skis,1280,1627,955,1079,0.110911906
13.jpg,traffic light,393,465,75,209,0.11082216
13.jpg,backpack,679,798,584,735,0.11007349
13.jpg,traffic light,935,963,422,488,0.10970878
13.jpg,traffic light,408,469,153,263,0.10950767
13.jpg,traffic light,574,608,461,496,0.109403886
13.jpg,traffic light,565,593,460,494,0.10793048
13.jpg,potted plant,1071,1307,278,731,0.10729318
13.jpg,traffic light,389,512,373,479,0.10606146
13.jpg,skateboard,30,142,963,1075,0.1057322
13.jpg,traffic light,517,555,543,566,0.105353065
13.jpg,traffic light,916,950,405,445,0.10528236
13.jpg,vase,1112,1196,558,671,0.10483191
13.jpg,handbag,1291,1432,466,759,0.1048269
13.jpg,potted plant,1079,1224,514,721,0.10407946
13.jpg,knife,1359,1477,955,1076,0.10341273
13.jpg,car,228,403,587,641,0.10313471
13.jpg,car,265,560,602,664,0.102849424
13.jpg,handbag,666,767,587,723,0.10275691
13.jpg,person,4,133,535,690,0.102153614
13.jpg,traffic light,898,935,399,433,0.10202755
13.jpg,traffic light,984,1008,439,500,0.10138873
13.jpg,traffic light,511,557,543,576,0.10093257
13.jpg,person,0,77,532,749,0.10025759
13.jpg,handbag,1250,1368,553,744,0.0996784
13.jpg,person,12,205,522,973,0.09961044
13.jpg,potted plant,1237,1374,464,749,0.09915217
13.jpg,traffic light,404,460,387,464,0.099087335
13.jpg,potted plant,1090,1446,163,749,0.098297425
13.jpg,traffic light,672,760,377,462,0.09808597
13.jpg,car,127,267,640,667,0.09699734
13.jpg,traffic light,512,551,451,497,0.09581543
13.jpg,potted plant,1052,1571,75,779,0.09544181
13.jpg,potted plant,528,616,123,223,0.09527369
13.jpg,traffic light,1714,1898,564,879,0.094602734
13.jpg,car,229,298,591,634,0.09438775
13.jpg,umbrella,1263,1542,129,766,0.09420372
13.jpg,traffic light,917,946,410,465,0.09359916
13.jpg,car,252,408,600,636,0.093569465
13.jpg,skis,9,154,1023,1080,0.0933506
13.jpg,person,7,152,783,1074,0.09304646
13.jpg,elephant,1030,1857,14,908,0.092827305
13.jpg,bird,1280,1627,955,1079,0.09174679
13.jpg,traffic light,193,489,348,500,0.09167753
13.jpg,train,1030,1857,14,908,0.09166565
13.jpg,traffic light,887,927,396,464,0.09136829
13.jpg,traffic light,576,648,460,495,0.09131959
13.jpg,person,2,96,531,931,0.09061934
